======================================================================================================================================================
**********         WAFER SUMMARY         **********
EQUIP_ID,TECH_ID,TEST_TYPE,PARD_ID,LOT_ID,WAFER_ID,LIMIT_FILE,TEST_START_TIME,TEST_FINISH_TIME,OPERATOR_ID,TOTAL_SITES,TOTAL_PARA,TOTAL_YIELD,WAFER_JUDGMENT,MES_STEP,TEST_PLAN,PC_ID,PCM_COUNT,CLEAN_COUNT,PRODUCT_ID,TEMPERATURE,LOT_START_TIME,LOT_END_TIME,RECIPE_ID
DESKTOP-KH72C30,TECH_ID,TEST_TYPE,PXW,PXW_SRAM_HALFMAP,24,LIMIT_FILE,2026-01-16 09:49:53,2026-01-16 16:26:15,wat,31,1321,TOTAL_YIELD,WAFER_JUDGMENT,MES_STEP,D:\GM_Workspace\PXW\testplan\SRAM_HALFMAP.tple,PXW,13144,CLEAN_COUNT,PXW,TEMPERATURE,2026-01-16 09:48:25,2026-01-16 16:26:15,SRAM_HALFMAP.tple,
======================================================================================================================================================
**********         WAFER RAW DATA         **********
MODULE,DEVICE,ITEM,OUTPUT,UNIT,SPEC._LOW,SPEC._HIGH,VALID_LOW,VALID_HIGH,AVERAGE,ST_DEVI,MAX,MIN,RANGE,Site_1_Value(-2 -3),Site_2_Value(0 -3),Site_3_Value(2 -3),Site_4_Value(3 -2),Site_5_Value(1 -2),Site_6_Value(-1 -2),Site_7_Value(-3 -2),Site_8_Value(-4 -1),Site_9_Value(-2 -1),Site_10_Value(0 -1),Site_11_Value(2 -1),Site_12_Value(4 -1),Site_13_Value(5 0),Site_14_Value(3 0),Site_15_Value(1 0),Site_16_Value(0 0),Site_17_Value(-1 0),Site_18_Value(-3 0),Site_19_Value(-5 0),Site_20_Value(-4 1),Site_21_Value(-2 1),Site_22_Value(0 1),Site_23_Value(2 1),Site_24_Value(4 1),Site_25_Value(3 2),Site_26_Value(1 2),Site_27_Value(-1 2),Site_28_Value(-3 2),Site_29_Value(-2 3),Site_30_Value(0 3),Site_31_Value(2 3),
SRAM26_02,COFFSET_HD_S011_DEHC_2PIN_WL_1MHZ_CAP,R[1733]_Coffset,R[1733]_Coffset,,-1e+32,1e+32,-1e+32,1e+32,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,
SRAM26_02,COFFSET_HD_S011_DEHC_2PIN_BL_1MHZ_CAP,R[1734]_Coffset,R[1734]_Coffset,,-1e+32,1e+32,-1e+32,1e+32,9999,0,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,
SRAM04_03,HD_S002_PG_L_VTGM,R[1],R[1],,-1e+32,1e+32,-1e+32,1e+32,0.404351428928305,0.013422371206229,0.434615526865497,0.377358834549153,0.0572566923163442,0.405695329536218,0.400650987477015,0.393242639479859,0.393222407302707,0.391714890309105,0.396227801935771,0.406779553235661,0.408588631926148,0.385664283145959,0.387865904146634,0.408004133879354,0.420476054692767,0.377358834549153,0.409151059744864,0.399003110084629,0.399821756600324,0.390590628842892,0.378381909983069,0.418168828490159,0.410843618277918,0.414687521780433,0.434615526865497,0.419119618838657,0.411593146857792,0.424250926160991,0.409888664144228,0.397828519165795,0.402244987442446,0.416486419962615,0.404727570427063,0.417999031491722,
SRAM04_03,HD_S002_PG_L_VTGM,TEMP1,TEMP1,,-1e+32,1e+32,-1e+32,1e+32,3.32811313609432e-05,2.3459476835881e-06,3.73141446011572e-05,2.516487988028e-05,1.21492647208772e-05,3.31200794508779e-05,3.30164978927902e-05,3.61975471703341e-05,3.12865008885796e-05,3.22909364147769e-05,3.49048371866091e-05,3.13169975985601e-05,3.39823214477635e-05,3.56880106686538e-05,3.69514992240156e-05,3.19237661865488e-05,3.3451060759134e-05,3.21069869770061e-05,3.48647579493695e-05,3.46296039394875e-05,3.73141446011572e-05,3.3307363858603e-05,3.33757229840262e-05,2.516487988028e-05,2.85178500723009e-05,3.35937458416051e-05,3.35587631694012e-05,3.45681266242255e-05,3.30656275189632e-05,3.20093324614151e-05,3.35738710524599e-05,3.34719716655155e-05,3.40389778879679e-05,3.12554155895855e-05,3.5355297374453e-05,3.38125778527725e-05,
SRAM04_03,HD_S002_PG_L_VTLIN,R[2],R[2],,-1e+32,1e+32,-1e+32,1e+32,0.266149114793347,0.0145365863611776,0.288885498046875,0.242083740234375,0.0468017578125,0.27059326171875,0.25740966796875,0.25938720703125,0.24949951171875,0.2432373046875,0.24949951171875,0.264990234375,0.277349853515625,0.255926513671875,0.25081787109375,0.283282470703125,0.28311767578125,0.2445556640625,0.26927490234375,0.242083740234375,0.257574462890625,0.253948974609375,0.244720458984375,0.288885498046875,0.281634521484375,0.26400146484375,0.2841064453125,0.278997802734375,0.28048095703125,0.28212890625,0.27685546875,0.254443359375,0.27421875,0.2788330078125,0.276690673828125,0.272076416015625,
SRAM04_03,HD_S002_PG_L_ID1,R[3],R[3],,-1e+32,1e+32,-1e+32,1e+32,14.9376419365636,1.19803731325496,16.5765501805817,10.3985000066225,6.1780501739592,15.2310838802139,15.0646917040827,16.2067745325904,14.9061863030305,14.9081579968002,15.6224557044918,13.7948458042185,14.5441269927962,14.6555183017693,16.0880790282763,14.3433334548918,15.3580046248782,14.8156010578373,16.5129116638723,16.0105635968874,16.5765501805817,13.7905456339969,15.1560092926761,10.3985000066225,12.9012366316949,14.9534881754686,16.0202905817371,15.3126744462098,14.3039746916404,15.306872033116,15.3606335499046,15.422112839449,14.0547713771796,14.1225788648232,16.0330971525237,15.2912299292093,
SRAM04_03,HD_S002_PG_L_ID2,R[4],R[4],,-1e+32,1e+32,-1e+32,1e+32,15.4474452221638,1.25767174869693,17.1770694382886,10.6605474976406,6.516521940648,15.7872705256072,15.5954716669,16.6986069402783,15.4748978983707,15.4123482607798,16.1615759755766,14.2913182954422,15.0100288415708,15.1007643110512,16.6067075892083,14.8475049408355,15.8924838607683,15.3534040060821,17.1770694382886,16.55931201052,17.136321258513,14.2146287968168,15.7431421412365,10.6605474976406,13.3290941797312,15.4295113855946,16.6109889647792,15.7995701391233,14.8093667499177,15.8236435811501,15.8826253919196,15.9595402269758,14.4677567207812,14.6116528099013,16.5886244108102,15.835023070907,
SRAM04_03,HD_S002_PG_L_ID3,R[5],R[5],,-1e+32,1e+32,-1e+32,1e+32,15.9006254502245,1.30418016037629,17.7343618250999,10.9520577269895,6.7823040981104,16.2706571628192,16.0648882439339,17.2027013578249,15.9756893378519,15.8568994827333,16.6284900263234,14.7325833611128,15.4087804339583,15.4962297471558,17.0613596300963,15.294365861205,16.3727153918885,15.8682038603465,17.7343618250999,17.068626701789,17.6274401036058,14.5958041475996,16.2616625185277,10.9520577269895,13.7079598320981,15.8406940377495,17.1391942868567,16.2078636544461,15.2463128673307,16.2859048687998,16.3392342838056,16.4460808934477,14.8292151338665,15.0512654084125,17.0718001775411,16.2803465917428,
SRAM04_03,HD_S002_PG_L_ID4,R[6],R[6],,-1e+32,1e+32,-1e+32,1e+32,16.3044707328255,1.34356502477281,18.2187581594279,11.2037585202253,7.0149996392026,16.6929547734062,16.4695909031615,17.6032353092598,16.4668305425961,16.2411757608618,17.0520645383964,15.1253635380833,15.7760788162093,15.8574440457745,17.4619311374573,15.694957701111,16.7939989924719,16.3007582375567,18.2187581594279,17.5005386294475,18.0783177739248,14.9247390025021,16.7139109801479,11.2037585202253,14.0558980593337,16.2082204357437,17.6100517098398,16.5683442107375,15.6447640111438,16.6874903861644,16.7743196872162,16.8732419964594,15.171219501757,15.4600632500078,17.4967267029523,16.7118454042146,
SRAM04_03,HD_S002_PG_L_ID5,R[7],R[7],,-1e+32,1e+32,-1e+32,1e+32,16.6601169527816,1.38163589947166,18.64114965983,11.4274800399665,7.2136696198635,17.0802314829417,16.8262031990687,17.9759403194839,16.8685099497758,16.5895820869247,17.4384399057065,15.4674242400815,16.0924167377362,16.1819876213905,17.816984862433,16.0543538066739,17.1708914884517,16.6942316748922,18.64114965983,17.9027813755181,18.4612379960373,15.1955746143224,17.1329600031306,11.4274800399665,14.3558208487669,16.527633586888,18.0165570535183,16.8599847545601,15.9806467393301,17.040046642057,17.158047361739,17.2517493972599,15.4722877513803,15.8012601623545,17.9006219097696,17.0805882642393,
SRAM04_03,HD_S002_PG_L_ID6,R[8],R[8],,-1e+32,1e+32,-1e+32,1e+32,10.7537010533623,0.768054477181528,11.9496221062688,7.90873775851766,4.04088434775114,10.9193839445193,10.5783560344957,11.8869973565343,10.3205711576275,10.4568433641713,10.9846376192802,9.9218758993477,10.86498397451,11.1800794169524,11.8024961949735,10.4907189409392,11.0329159495852,10.5093467525544,11.5430776289817,10.961765971551,11.9496221062688,10.1889559039876,10.9918859411385,7.90873775851766,9.49482580685523,10.6797574283687,10.9353452750363,11.2399625734451,10.518078539249,10.7370116598352,11.112234373237,10.8547499449432,10.6600029345994,10.1920542799115,11.6960998435504,10.7513580792646,
SRAM04_03,HD_S002_PG_L_ID7,R[9],R[9],,-1e+32,1e+32,-1e+32,1e+32,9.9390113006647,0.836645635481734,11.3126335723874,7.02674572238372,4.28588785000368,9.96662395890313,9.94902893926258,11.1666343432463,9.8695790693595,10.1510242714647,10.5307537134831,9.23390499799133,9.82700926196875,10.6662935766267,11.3126335723874,9.31771137222375,9.75341813926723,10.1469494376739,10.5028307740963,10.6660119060882,11.2718476784074,9.82822983430241,10.6639087660671,7.02674572238372,8.46829899307349,9.84022899924405,9.48819716018168,10.0486276416889,9.4735315141419,9.40538602185208,10.0007436501378,10.2610447838169,9.78971608266658,9.13120791964108,10.5474849434722,9.80374327548568,
SRAM04_03,HD_S002_PG_L_R1,R[10],R[10],,-1e+32,1e+32,-1e+32,1e+32,3372.43074551128,329.244471999634,4808.38582181627,3016.30915089749,1792.07667091878,3282.76046493008,3319.01913309314,3085.12961042645,3354.31202747243,3353.86839948515,3200.52115658257,3624.54214491545,3437.81376666783,3411.68418410448,3107.8912474336,3485.94001228825,3255.63126338729,3374.82089351687,3027.93359631374,3122.93815876166,3016.30915089749,3625.67235024685,3299.02146630127,4808.38582181627,3875.59746615013,3343.70144365551,3121.04201511796,3265.26892318122,3495.53191178542,3266.50669658872,3255.07407214402,3242.0979226726,3557.51073127976,3540.42986614442,3118.54905663874,3269.84815685035,
SRAM04_03,HD_S002_PG_L_R2,R[11],R[11],,-1e+32,1e+32,-1e+32,1e+32,3262.03859397058,325.50948520691,4690.19063149112,2910.85741835259,1779.33321313852,3167.10858402656,3206.05885271944,2994.26174763095,3231.03908848822,3244.15197178202,3093.75769266315,3498.62755599993,3331.10619091705,3311.0906819073,3010.83160111111,3367.56917739651,3146.14131044855,3256.6068072066,2910.85741835259,3019.44911529147,2917.77909889271,3517.50303962893,3175.98606119635,4690.19063149112,3751.19264113477,3240.54331666532,3010.0555786303,3164.64306052155,3376.24159387354,3159.82850242927,3148.09414477772,3132.92233290574,3455.96079371317,3421.92636592888,3014.11369392491,3157.55776143218,
SRAM04_03,HD_S002_PG_L_R3,R[12],R[12],,-1e+32,1e+32,-1e+32,1e+32,3169.4338076294,318.641870289458,4565.35212344466,2819.38535443851,1745.96676900615,3073.0166273958,3112.37770476741,2906.52025864861,3129.75540163596,3153.20154828788,3006.88757192316,3393.8379152143,3244.90313910948,3226.59129451647,2930.59879658124,3269.1777124822,3053.86118326905,3150.95523349977,2819.38535443851,2929.35107630887,2836.48673353156,3425.64201974599,3074.71637312806,4565.35212344466,3647.51579464959,3156.4273560771,2917.289994101,3084.92229858339,3279.48143495982,3070.13951038047,3060.11892182468,3040.23799493292,3371.72261300678,3321.97982317512,2928.80653944027,3071.18768745129,
SRAM04_03,HD_S002_PG_L_R4,R[13],R[13],,-1e+32,1e+32,-1e+32,1e+32,3091.19723795182,312.755065563298,4462.7880822082,2744.42415682025,1718.36392538794,2995.27559253055,3035.89811635224,2840.38695850976,3036.407028703,3078.59484659298,2932.19626793074,3305.7056694279,3169.35536279313,3153.09326368542,2863.37173170646,3185.73652456933,2977.2539597277,3067.34197706219,2744.42415682025,2857.05492034782,2765.74406010925,3350.14233693585,2991.5200613063,4462.7880822082,3557.22557099779,3084.8543921414,2839.28751737066,3017.80306855264,3195.95744393363,2996.25640782122,2980.74681610517,2963.2716706423,3295.71396644874,3234.13942048231,2857.67737296618,2991.88981172542,
SRAM04_03,HD_S002_PG_L_R5,R[14],R[14],,-1e+32,1e+32,-1e+32,1e+32,3025.52587394751,308.185477461388,4375.41783710231,2682.23800100406,1693.17983609824,2927.36079425714,2971.55569848149,2781.49566094218,2964.10294382075,3013.9396964923,2867.22896488224,3232.60028456661,3107.05351563209,3089.85528662168,2806.31096597184,3114.41996371194,2911.90472164055,2995.04649113017,2682.23800100406,2792.86212299808,2708.37741275707,3290.4316729736,2918.35152774908,4375.41783710231,3482.90777146991,3025.23647666457,2775.22502504084,2965.60173261584,3128.7845113893,2934.26426877223,2914.08450774508,2898.25679985483,3231.58415894504,3164.30458623306,2793.19904369979,2927.29964720725,
SRAM04_03,HD_S002_PG_L_REXT_SLOPE,R[15],R[15],,-1e+32,1e+32,-1e+32,1e+32,959.685726644119,87.0216919820664,1209.84497061502,829.661745597831,380.183225017186,980.112681735036,960.960830381517,844.31596099644,1081.6622639125,938.722348065119,918.929505543596,1084.5372858214,913.818703767988,888.995313768463,833.347052253362,1026.39377877168,950.549970241976,1053.06678119926,953.872593415779,912.779191570691,852.34564281691,930.838545067761,1050.10893117764,1209.84497061502,1086.68502997055,880.079465876932,957.558050607611,829.661745597831,1014.79080688398,919.494435860449,941.74626827772,951.640618014319,900.298928673717,1043.07681967773,895.686581413128,944.336423991593,
SRAM04_03,HD_S002_PG_L_REXT_SLOPE,R[16],R[16],,-1e+32,1e+32,-1e+32,1e+32,1892.9953823113,252.409644560688,2952.74094364807,1553.65863570277,1399.0823079453,1770.49278413173,1836.13654862042,1785.6436968184,1687.89017444509,1905.82486870424,1783.82055161335,1951.96162975939,2028.6245218238,2042.43764807674,1822.64293013979,1903.69197143514,1790.11956683805,1752.1925864967,1553.65863570277,1716.30773134045,1702.22126884969,2189.55847144743,1679.13679887706,2952.74094364807,2200.89725970104,1986.12239384843,1644.31266249121,1983.44796962111,1929.93293239616,1848.34125919638,1804.62898508864,1775.05110141161,2171.26564384453,1933.23448674208,1737.44163403892,1813.07719450195,
SRAM04_03,HD_S002_PG_L_REXT_SLOPE,R[17],R[17],,-1e+32,1e+32,-1e+32,1e+32,0.999655110152284,0.00022198664014258,0.999957660523226,0.998953654094797,0.00100400642842935,0.999588163692013,0.999474458560461,0.99968381765872,0.999812302974764,0.999622119923765,0.999805848597063,0.999652834914914,0.999722384526283,0.999935702952179,0.999675025284024,0.999789964266717,0.999729445554378,0.999715380339387,0.998953654094797,0.99978396442542,0.999730688994768,0.999386824611268,0.999640693453841,0.99949781346402,0.999820442798847,0.999632781407477,0.999636122343658,0.999004459159767,0.999562712310011,0.999610483417714,0.999933950823609,0.999731376366132,0.999957660523226,0.999797177631848,0.99976572313576,0.999654436513975,
SRAM04_03,HD_S002_PG_L_RTOTALRE,R[18],R[18],,-1e+32,1e+32,-1e+32,1e+32,4676.04924841931,387.990257456784,6322.12137090401,4184.23273601011,2137.8886348939,4579.01290531104,4726.63236489219,4206.27669884312,4844.69311207133,4781.55770902307,4551.81151467757,5039.36962195699,4601.93959947879,4472.24014564555,4236.39196098993,4766.11758274058,4531.89349293283,4757.66964182117,4331.60042816163,4561.3088374414,4184.23273601011,4907.27415754462,4548.80993741654,6322.12137090401,5266.02604588071,4681.75427535318,4572.32933596914,4448.4133886822,4753.71997018479,4656.78920579355,4499.54512482398,4606.27838076482,4690.43022846776,4905.78235033047,4274.92930710331,4650.57526978211,
SRAM04_03,HD_S002_PG_L_RTOTAL,R[19],R[19],,-1e+32,1e+32,-1e+32,1e+32,5070.55759482838,497.397634163895,7115.66946854571,4419.83731551627,2695.83215302944,5016.74390507483,5025.61609833914,4477.62490138674,5066.07218490472,4925.61131397881,4747.99823074224,5414.82720591955,5088.01799887415,4687.66396131888,4419.83731551627,5366.12457744193,5126.40792038846,4927.58935156989,4760.62131014409,4687.78775424578,4435.82999225416,5087.3861156045,4688.71228147615,7115.66946854571,5904.37348054157,5081.18256230024,5269.7049983142,4975.80383937845,5277.86284611615,5316.1029099531,4999.62820257982,4872.79814613586,5107.40041670143,5475.72680854751,4740.46659160626,5100.09274977909,
SRAM04_03,HD_S002_PG_L_RCHRE,R[20],R[20],,-1e+32,1e+32,-1e+32,1e+32,2783.053866108,230.069983408605,3369.38042725595,2413.74903085015,955.631396405799,2808.52012117931,2890.49581627177,2420.63300202472,3156.80293762624,2875.73284031883,2767.99096306422,3087.4079921976,2573.31507765499,2429.80249756881,2413.74903085015,2862.42561130544,2741.77392609478,3005.47705532448,2777.94179245886,2845.00110610095,2482.01146716042,2717.71568609718,2869.67313853949,3369.38042725595,3065.12878617968,2695.63188150474,2928.01667347793,2464.96541906109,2823.78703778863,2808.44794659716,2694.91613973534,2831.22727935321,2519.16458462323,2972.5478635884,2537.48767306438,2837.49807528016,
SRAM04_03,HD_S002_PG_L_RCH,R[21],R[21],,-1e+32,1e+32,-1e+32,1e+32,3177.56221251707,334.821119227426,4162.92852489764,2597.19438537649,1565.73413952115,3246.25112094309,3189.47954971872,2691.98120456834,3378.18201045963,3019.78644527457,2964.17767912889,3462.86557616017,3059.39347705035,2645.22631324214,2597.19438537649,3462.43260600678,3336.28835355041,3175.39676507319,3206.96267444133,2971.48002290534,2733.60872340447,2897.82764415707,3009.57548259909,4162.92852489764,3703.47622084053,3095.0601684518,3625.39233582299,2992.35586975734,3347.92991371999,3467.76165075671,3194.99921749118,3097.74704472425,2936.13477285691,3542.49232180543,3003.02495756734,3287.01555527714,
SRAM04_03,HD_S002_PD_L_VTGM,R[22],R[22],,-1e+32,1e+32,-1e+32,1e+32,2.37549333363546,10.748845057094,60.2919174581293,0.408747192172851,59.8831702659565,60.2919174581293,0.453157040138426,0.473931216465101,0.444690679272631,0.427878484917807,0.464957708848568,0.444529539541933,0.467690226126597,0.429453127777618,0.447227172300901,0.425695632131217,0.463078438338822,0.466673516366822,0.423965199969372,0.408747192172851,0.443966785938656,0.420322902365366,0.446164245871722,0.448648685866406,0.421227201006326,0.444564730081826,0.446263712182698,0.460141527793518,0.459477027524493,0.45723367652538,0.443214747998983,0.445461901904095,0.457137802263054,0.430634679798915,0.435538288581611,0.446702794498379,
SRAM04_03,HD_S002_PD_L_VTGM,TEMP2,TEMP2,,-1e+32,1e+32,-1e+32,1e+32,3.25847299531813e-05,6.68843028975629e-06,3.85877939207267e-05,-2.26521155523271e-08,3.86104460362791e-05,-2.26521155523271e-08,3.36102238192431e-05,3.3651761339163e-05,3.49995015640686e-05,3.47016657159271e-05,3.51151673237079e-05,3.45742615051048e-05,3.58563722254765e-05,3.85877939207267e-05,3.53494786561512e-05,3.18417449340749e-05,3.477711523902e-05,3.44205333360229e-05,3.19112137242272e-05,3.24815536627002e-05,3.61042736616163e-05,3.45443964591893e-05,3.27443671386353e-05,2.2622323699173e-05,2.68439079022669e-05,3.12187261289958e-05,3.49632940100307e-05,3.56570661457155e-05,3.42350665296786e-05,3.47760660278541e-05,3.40613096692109e-05,3.33603353095028e-05,3.24561239208227e-05,3.55340461386139e-05,3.45258104331484e-05,3.46237805241035e-05,
SRAM04_03,HD_S002_PD_L_VTLIN,R[23],R[23],,-1e+32,1e+32,-1e+32,1e+32,0.294392838016633,0.057187364396278,0.337664794921875,0.000164794921875,0.3375,0.000164794921875,0.31278076171875,0.325634765625,0.305035400390625,0.284930419921875,0.328765869140625,0.3091552734375,0.337664794921875,0.306353759765625,0.30750732421875,0.290203857421875,0.31475830078125,0.32135009765625,0.285919189453125,0.2583984375,0.305694580078125,0.290863037109375,0.289874267578125,0.337335205078125,0.298114013671875,0.289544677734375,0.2953125,0.29267578125,0.325634765625,0.288555908203125,0.3005859375,0.3111328125,0.305859375,0.291357421875,0.302398681640625,0.312615966796875,
SRAM04_03,HD_S002_PD_L_ID1,R[24],R[24],,-1e+32,1e+32,-1e+32,1e+32,-453.227328186357,2609.65762644532,16.738792803814,-14514.4761291327,14531.2149219365,-14514.4761291327,15.1347973342229,15.4542745454359,15.1249210478227,14.521847962489,15.5721515911013,15.269854611934,15.382192675683,15.5711001233476,16.4656056362635,15.4362306077353,16.3316969847879,16.5765890965653,15.3535589556066,15.4950564733087,16.1790313587155,16.3044909225349,15.4177360409975,9.96382913157339,13.85367775748,14.5006683977375,16.5473740290252,16.684324352057,16.6554660237735,16.738792803814,16.3054860373033,15.4959014027536,15.1207715054379,15.4210969825671,16.0462492522607,15.5041817113134,
SRAM04_03,HD_S002_PD_L_ID2,R[25],R[25],,-1e+32,1e+32,-1e+32,1e+32,-575.815774821488,3295.23822122503,17.3830263497241,-18331.082095996,18348.4651223457,-18331.082095996,15.6909111186313,16.0197754442713,15.6304704990077,14.9541138664883,16.0812096994071,15.7150761007547,15.9120009900408,16.0164145849592,17.084003749696,16.0334629662744,16.9397684355295,17.1731134608434,15.9260831474554,16.0729671450047,16.7171819151645,16.9178946863751,15.9439205468473,10.3207836577192,14.4080265781591,15.0045655424524,17.1672554267351,17.297014637384,17.2785768505431,17.3830263497241,16.8974103427464,16.0517693228628,15.6308272469955,15.942812750464,16.5518614333581,16.0307780339747,
