======================================================================================================================================================
**********         WAFER SUMMARY         **********
EQUIP_ID,TECH_ID,TEST_TYPE,PARD_ID,LOT_ID,WAFER_ID,LIMIT_FILE,TEST_START_TIME,TEST_FINISH_TIME,OPERATOR_ID,TOTAL_SITES,TOTAL_PARA,TOTAL_YIELD,WAFER_JUDGMENT,MES_STEP,TEST_PLAN,PC_ID,PCM_COUNT,CLEAN_COUNT,PRODUCT_ID,TEMPERATURE,LOT_START_TIME,LOT_END_TIME,RECIPE_ID
DESKTOP-KH72C30,TECH_ID,TEST_TYPE,PXW,PXW_BEOL_HALFMAP,24,LIMIT_FILE,2026-01-15 14:13:43,2026-01-15 18:49:20,wat,31,4192,TOTAL_YIELD,WAFER_JUDGMENT,MES_STEP,D:\GM_Workspace\PXW\testplan\BEOL_HALFMAP.tple,PXW,8060,CLEAN_COUNT,PXW,TEMPERATURE,2026-01-15 14:12:06,2026-01-15 18:49:20,BEOL_HALFMAP.tple,
======================================================================================================================================================
**********         WAFER RAW DATA         **********
MODULE,DEVICE,ITEM,OUTPUT,UNIT,SPEC._LOW,SPEC._HIGH,VALID_LOW,VALID_HIGH,AVERAGE,ST_DEVI,MAX,MIN,RANGE,Site_1_Value(-3 -3),Site_2_Value(-1 -3),Site_3_Value(1 -3),Site_4_Value(3 -3),Site_5_Value(4 -2),Site_6_Value(2 -2),Site_7_Value(0 -2),Site_8_Value(-2 -2),Site_9_Value(-4 -2),Site_10_Value(-3 -1),Site_11_Value(-1 -1),Site_12_Value(1 -1),Site_13_Value(3 -1),Site_14_Value(4 0),Site_15_Value(2 0),Site_16_Value(0 0),Site_17_Value(-2 0),Site_18_Value(-4 0),Site_19_Value(-3 1),Site_20_Value(-1 1),Site_21_Value(1 1),Site_22_Value(3 1),Site_23_Value(4 2),Site_24_Value(2 2),Site_25_Value(0 2),Site_26_Value(-2 2),Site_27_Value(-4 2),Site_28_Value(-3 3),Site_29_Value(-1 3),Site_30_Value(1 3),Site_31_Value(3 3),
HOL_B30_04,R[10717],R[10717],R[10717],,-1e+32,1e+32,-1e+32,1e+32,35.9322430165209,1.81858079477964,39.2492775123215,32.3070752927385,6.942202219583,35.2433871051232,35.3306181163752,35.34422358318,35.4259977918022,35.986118805749,36.6384210835956,37.6946990250776,35.3709136158916,34.6905801569075,35.194199866283,38.8094855042471,38.8747379637673,36.3289849303149,35.2734363306943,38.690018002608,39.2492775123215,37.7637625519602,33.7690318618812,34.8903767785207,38.7221681109946,38.5697824953395,36.157841892773,34.2290061474742,34.8716529898961,35.8622152372461,35.2341846132654,32.96538419495,32.3070752927385,34.6648118677355,35.7138641963304,34.0332758871045,
HOL_B31_01,R1175,R[1175],R[1175],,-1e+32,1e+32,-1e+32,1e+32,168.971979596624,11.334496319927,185.037949092635,146.23107733102,38.8068717616149,167.184061009282,185.037949092635,175.339701078162,165.518911453975,174.068061893848,184.194206253998,182.636729288007,176.628108178218,159.564369045176,169.328106689447,179.94721121574,179.600210532881,179.445949968592,170.339213776992,178.118422032165,176.146552337355,180.789703094071,159.285992544229,166.836281055637,178.735361349683,178.880226041804,169.097088540772,146.23107733102,160.265242159894,168.625797492409,161.93969338737,158.498442646937,153.857071833618,148.927181462853,156.340717913322,146.723726795257,
HOL_B31_01,R1177,R[1177],R[1177],,-1e+32,1e+32,-1e+32,1e+32,158.206174058035,9.93461743020024,172.19523509075,138.496296980904,33.6989381098457,155.544820058384,171.943153966526,164.809783824244,155.734424055929,162.960795489126,172.19523509075,170.642982737833,164.851883873192,148.699218293675,158.003314805849,167.190192305665,167.646149019163,168.251814369568,160.439313213828,165.995833504213,164.384747939516,167.927384961998,149.471422712986,155.666311448742,165.770766327626,166.305927787944,159.069541053124,138.496296980904,151.554661945492,157.696560250915,152.231428953054,149.323326693504,143.864000619813,140.774531172242,148.008027925976,138.937544417301,
HOL_B31_01,R1179,R[1179],R[1179],,-1e+32,1e+32,-1e+32,1e+32,150.682953614465,9.10542124877383,163.825352445654,132.782636589165,31.0427158564886,147.385579186314,162.76957986248,157.82654365164,149.201938781679,155.388346217047,163.825352445654,162.793656140523,156.954648129543,140.827445610137,150.115428885165,158.217501541463,158.822408197922,160.169651604598,153.612756921019,157.565989770881,156.216682542876,159.105104915107,142.004900479961,147.905760536285,156.845884033937,158.080155230855,152.016397400709,132.782636589165,145.492121601954,150.331112407032,145.201795904017,142.195021833814,136.877805282033,135.289969932163,141.869443138969,133.47994327346,
HOL_B31_01,R1181,R[1181],R[1181],,-1e+32,1e+32,-1e+32,1e+32,145.784877532973,8.64165478145864,158.202879333665,128.623170902918,29.5797084307477,142.050212637891,156.761207805288,152.973571839946,144.657581077324,150.240914616655,158.202879333665,157.842387446431,151.679712651873,135.86421477487,144.792644068868,152.815525786908,153.490892268296,154.879588322666,148.709450171308,152.240826109866,150.483554407571,153.667375263041,137.285268852879,142.823867807229,151.322021460801,152.717012112459,147.51448822355,128.623170902918,141.379880294618,146.332251160541,140.896520797796,137.663436789105,132.277297568816,131.57012903866,137.920274577622,129.653045352694,
HOL_B31_01,R1183,R[1183],R[1183],,-1e+32,1e+32,-1e+32,1e+32,177.465941117702,10.303161833121,200.666322318212,155.973614650316,44.6927076678951,170.8533098339,182.32276287386,191.452999154042,178.980733621825,182.017774511542,195.725823238267,200.666322318212,181.901911502081,166.346549727666,166.663059764223,181.252092177345,189.252885189371,189.774353877994,177.532569846127,182.743939790871,183.539177761575,179.040257880705,159.988077793727,163.172950512692,177.884759066199,181.561856357453,178.722140763473,155.973614650316,172.978063768472,176.140670987517,170.095129875285,185.257267471582,166.134097832419,170.710662018504,174.518340549775,168.24001993174,
HOL_B31_01,R1185,R[1185],R[1185],,-1e+32,1e+32,-1e+32,1e+32,159.320631885735,8.59691997172761,176.446123914686,141.321880112114,35.1242438025723,153.691110800273,166.147495661921,170.170375137232,160.205686098762,163.742781647389,174.407071132692,176.446123914686,164.190048033512,149.584402895136,152.16720145204,164.105344002254,168.115019939927,170.073354669506,160.550048074856,164.72294542585,164.217989546616,162.658386827939,145.857719472126,149.476479714699,161.663841344619,164.380012530918,160.543235957199,141.321880112114,155.876152337245,158.592167061566,153.511922524792,160.19747526014,147.34557320625,151.057879984339,155.633189149307,148.286674541893,
HOL_B31_01,R1187,R[1187],R[1187],,-1e+32,1e+32,-1e+32,1e+32,148.153499753087,8.00737404019976,163.223899873226,131.484943880218,31.7389559930079,143.048479861791,155.451854039326,157.343151535767,148.652528037041,152.666055344366,161.694239144019,163.223899873226,152.9993015026,138.952874917675,142.937112592059,153.387668121381,156.08834239948,157.863396159196,150.126980492486,153.627151953626,152.663137133093,152.494880361202,136.536067851024,140.711458789185,151.008832731127,153.156924694673,149.550223746108,131.484943880218,144.994511633953,148.096024177631,143.453734558743,145.759420298662,135.868657786741,139.298096786326,143.410802418632,136.207739524345,
HOL_B31_01,R1189,R[1189],R[1189],,-1e+32,1e+32,-1e+32,1e+32,139.422793070729,7.63206129016789,152.837044285606,123.936798457891,28.9002458277151,134.683419477451,147.227704551924,147.653163564594,139.726875541705,143.765409024057,152.05409752772,152.837044285606,144.164270912164,130.312532342788,135.523697675096,144.886279939803,146.350723782015,148.421970628865,141.607390713907,145.195291727587,143.490652426134,144.142447240664,129.290835756497,133.40205902036,142.447759091338,144.538611797185,140.752211267085,123.936798457891,136.673852212151,139.729183974999,135.258642618394,135.574557849936,126.870739480503,130.108998960969,134.661218572395,126.81814477083,
HOL_B31_01,R1191,R[1191],R[1191],,-1e+32,1e+32,-1e+32,1e+32,196.926540388183,22.4520467593724,233.157068412401,156.818489541202,76.3385788711986,192.533822730141,225.382315002313,197.949920298459,182.570127004819,191.819607280449,218.726713990699,216.372637271479,210.269999596557,183.654568214977,197.125565305193,222.559018736935,228.328905701386,208.21676398359,186.262189134063,219.643424821943,233.157068412401,221.562887471892,177.97493492728,191.262925818433,220.227363749804,229.121612170342,195.268720753305,157.076798142844,180.734708115885,195.517749756423,182.192403172672,172.649528271711,176.113112222727,162.04212098324,171.586749450519,156.818489541202,
HOL_B31_01,R1193,R[1193],R[1193],,-1e+32,1e+32,-1e+32,1e+32,167.738490809111,14.0155279766949,187.079294013564,140.863270294052,46.2160237195119,162.719364506909,184.016413033444,171.025224540694,160.12122107206,167.703077762597,183.572290523862,182.261011724982,176.163540668244,156.374148354779,166.792450665706,182.115777394353,187.079294013564,178.124582813043,164.169934551584,180.956487694888,186.132423227489,182.581622345817,155.254956104988,163.986218426522,180.957398840499,186.276412959067,168.216243852946,141.362631673139,159.386061264143,168.916948003536,159.888811093049,152.608978823581,151.468441514773,145.454989258296,153.342988079837,140.863270294052,
HOL_B31_01,R1195,R[1195],R[1195],,-1e+32,1e+32,-1e+32,1e+32,151.963294921015,10.8480682339564,166.132158080882,130.589488892348,35.5426691885338,146.954186021302,165.48555779885,156.399753976589,146.539985961826,152.837026044406,166.132158080882,163.859200873579,158.424635578207,142.646064312635,151.414442926176,162.017066042417,165.957436835581,161.784040134996,150.133567070542,161.890441364132,164.752344278135,162.569295346388,142.375236489365,149.124209849476,161.120201817448,163.978075906014,153.723334501704,130.589488892348,145.653588345901,152.764588612317,145.81092785249,139.934640103973,138.266241285012,135.037896030665,141.682045133125,131.004465085001,
HOL_B31_01,R1197,R[1197],R[1197],,-1e+32,1e+32,-1e+32,1e+32,142.155467048905,9.16877812597784,154.569220505762,123.273559156366,31.2956613493958,137.37305687677,152.546291189298,147.302347535683,137.600316600422,144.785865608232,154.569220505762,152.648035528867,148.411168739196,132.766234993827,141.451961856982,150.00328938624,153.16369626096,149.858618220891,141.678962184207,150.321293527833,149.313730207845,150.882918368419,132.947130215057,140.492798731173,150.643806634572,152.80707997666,143.984065016613,123.273559156366,138.159151531089,143.856525429018,137.389602522272,132.265794007355,129.503077799945,128.474328935937,134.267457477713,124.078093490844,
HOL_B31_01,R1199,R[1199],R[1199],,-1e+32,1e+32,-1e+32,1e+32,122.94438230129,7.26824617197157,134.096200919959,109.018086811918,25.0781141080412,118.216497962384,130.530427464856,129.032178116452,121.997357489718,127.262293834616,134.096200919959,133.489946092234,128.64334068728,114.022669174108,121.595985360729,128.30538321085,129.150436976641,131.825511082822,125.578036909243,128.96225235805,125.996454072672,128.492802955576,115.520077822086,119.842747089744,127.54936740509,128.973708505655,124.070543446196,109.018086811918,120.124489776948,123.330446926438,119.600426472726,115.612717673534,109.781468619463,113.445889630927,118.129542022427,109.078564468652,
HOL_B31_01,R1201,R[1201],R[1201],,-1e+32,1e+32,-1e+32,1e+32,191.035568785977,9.89374084042911,209.424369820058,172.906979914115,36.517389905943,185.824915722843,204.63459684819,204.418359847794,193.680392369838,196.907206365329,209.424369820058,207.304351069489,196.916098397358,174.733409235537,184.491964419726,193.664316722656,195.620695937863,201.445039169352,196.068711084739,195.728510906233,190.583163698354,194.882010876026,174.255840438162,182.651594148644,194.601279141205,197.42691276862,196.073046950189,172.906979914115,191.322856991573,192.082045589426,185.01000020183,183.836064647476,174.120327235654,180.904647992041,190.573332476259,180.009591378696,
HOL_B31_01,R1203,R[1203],R[1203],,-1e+32,1e+32,-1e+32,1e+32,182.855787218595,9.88553989773049,199.424442093904,165.331916100712,34.0925259931929,176.038352085442,196.683989597937,196.023817657831,186.321616697115,190.090839677372,199.424442093904,198.1844301962,188.86339291436,165.962731917283,178.556397391807,187.252738353291,188.189486161602,193.998453581004,186.703117621923,187.77339804696,184.54100460568,187.076055505272,167.289389169705,175.239291799696,186.07287549147,189.614273141312,187.472542731155,165.331916100712,182.518871086526,184.136671247758,176.633651115378,174.265103782761,166.005703218016,171.295230309094,180.484606539866,170.485013938007,
HOL_B31_01,R1205,R[1205],R[1205],,-1e+32,1e+32,-1e+32,1e+32,177.329692115332,10.1223056284054,194.867301613037,159.786484805055,35.0808168079824,171.135278945178,191.576832137079,191.110422485839,179.560263717232,184.709174816785,194.867301613037,192.631067681667,183.371965863803,160.730277854815,173.079154710797,181.603109758299,183.887693596809,188.049895769284,181.165444195085,183.167240305992,178.680247624644,182.565315753813,162.993129554733,170.075752700748,180.7721169341,184.117088075285,181.701441857842,159.786484805055,177.319368904458,178.519145568231,171.252239870221,167.016688312905,159.933320306997,164.788557840112,173.75042520281,163.304008811648,
HOL_B31_01,R1207,R[1207],R[1207],,-1e+32,1e+32,-1e+32,1e+32,173.442254770173,10.3109724117065,190.457782000844,154.896403782649,35.5613782181954,167.239844774769,188.172893488322,186.938848508811,175.801632238078,181.710662234926,190.457782000844,188.736851862372,179.883379323538,157.887428631979,170.98576835939,178.275889003294,179.547982443195,185.337692183483,178.190164031792,178.517867486764,174.46992967395,178.817810699604,159.895670958527,167.174590616636,177.452507520406,179.933377153774,177.879238730507,155.583339874895,172.375217906378,174.708906893172,168.029433573319,162.720419239271,154.896403782649,159.398504419301,167.952853370149,157.737006891269,
HOL_B31_01,R1209,R[1209],R[1209],,-1e+32,1e+32,-1e+32,1e+32,175.695401693672,11.6132833525145,195.036425582749,155.223068259065,39.8133573236839,170.700688303389,192.92845691087,190.728824412216,177.441257043643,183.868330115598,195.036425582749,189.640272874265,184.794838977102,160.467123794017,174.545257233544,183.232402131796,183.126673426916,186.97919461539,180.210379841485,182.015373213937,177.135045524545,183.156058300598,162.072583207916,171.07324832147,181.210369769769,184.017688501682,179.64871592773,155.223068259065,173.603687868031,177.423264035755,167.980560267,160.191762968026,155.400562036308,158.447964113741,167.616369517794,156.641005407481,
HOL_B31_01,R1211,R[1211],R[1211],,-1e+32,1e+32,-1e+32,1e+32,172.317368330842,11.1907674423878,190.658928046854,153.043709313885,37.6152187329689,166.408213279561,189.522792354421,187.226467622653,174.02248141125,180.172901986148,190.658928046854,187.065840400155,180.357849280704,157.213783004265,171.211061051334,178.895913783435,179.777531032568,183.781360835793,176.292259231678,178.162640150541,173.661777447686,179.213973939186,159.338530325389,166.940084693675,176.705058513492,180.857288980169,176.527640295749,153.527838698223,169.86479180425,173.887454009499,164.935245615552,158.026404803182,153.043709313885,156.120320057816,164.526282787758,153.891993499227,
HOL_B31_01,R1213,R[1213],R[1213],,-1e+32,1e+32,-1e+32,1e+32,169.706313478476,10.6209085206984,186.516271685459,151.374892913969,35.14137877149,164.548477429929,185.479011146751,184.078142905701,171.947332469509,177.782902876542,186.516271685459,183.90496576212,176.626705698715,154.656993468328,168.007727419625,176.940698601463,176.779157776184,180.783584089912,173.664247867651,175.32366561535,171.213690402372,176.00740730936,156.516415113947,164.164988637712,174.458546193573,177.24199363986,173.017231352002,151.374892913969,167.491679443497,171.634407908618,162.439109618445,157.175225039594,151.969340835792,154.198506863714,162.598147281977,152.354250465075,
HOL_B31_01,R1215,R[1215],R[1215],,-1e+32,1e+32,-1e+32,1e+32,169.684022424829,10.4210557671648,186.377789761145,151.794910394289,34.5828793668559,163.754995677311,184.910407116613,183.073944748385,171.532616121845,176.924765596075,186.377789761145,184.257060457374,176.791632887334,154.34268459877,167.881504295093,176.670200773822,176.284582709085,181.263470927868,174.190165241263,175.427492754486,170.303839909996,175.844005826181,155.872449594064,164.325928540097,173.859713530591,176.33975163908,173.732173365702,151.794910394289,168.302846563263,172.024343486641,162.782710473899,157.38588935285,152.584332528648,154.630190780908,163.783130375919,152.955165141098,
HOL_B31_01,R1217,R[1217],R[1217],,-1e+32,1e+32,-1e+32,1e+32,171.135106729271,10.3785806830313,188.320123691016,152.808509161121,35.5116145298947,164.63901611877,186.975983917448,185.361073998222,172.849305286015,177.956208966208,188.320123691016,185.683038978443,178.435792694512,155.748314915556,168.771449973753,177.506439414888,177.6853856434,182.436369946359,175.525178496754,176.091588673577,171.670612610787,176.246083364324,157.254260425883,165.345841441724,175.217130990943,178.524542129819,175.07215489251,152.808509161121,169.919327922762,173.336170882973,164.383106021865,159.656995567351,154.451453087231,157.125131849387,165.173233748295,155.018483795495,
HOL_B31_01,R1219,R[1219],R[1219],,-1e+32,1e+32,-1e+32,1e+32,188.285427916996,10.6904506290866,206.803963555951,167.90699076516,38.8969727907913,181.712339402884,202.091441459963,203.174546122966,191.451803314635,196.534328532688,206.803963555951,205.026343236329,195.922260455596,172.839105433986,184.522810907076,193.988838969501,194.975187102586,203.406930260145,194.718753434106,192.925362936083,187.578173597321,192.27979224824,174.65890176835,181.435870058005,191.541396568467,193.243881211044,191.142181653105,167.90699076516,184.477901081449,188.227659234178,180.646683063658,184.156877152475,171.831635288492,173.902097789185,182.140035760128,171.584173063113,
HOL_B31_01,R1221,R[1221],R[1221],,-1e+32,1e+32,-1e+32,1e+32,180.988147546805,10.4393622538198,198.233315815867,161.266814461628,36.9665013542396,174.549313714679,194.453489176205,194.921029714932,183.771196653424,188.691114911933,198.233315815867,197.126911614835,188.679470060389,165.845857101329,179.063944710799,186.613884693734,188.154672545236,194.621664783751,186.289882199384,186.675440298303,181.13634441002,186.882407347751,167.224421850229,175.238028525429,184.34471681679,186.417571225173,183.7496146674,161.266814461628,177.806733279059,181.290543493853,173.339686875041,174.199053102978,164.641418064856,166.500888435095,174.620474956157,164.282668444699,
HOL_B31_02,R1225,R[1225],R[1225],,-1e+32,1e+32,-1e+32,1e+32,175.575552746504,10.8283226019823,193.453528785544,156.52721777767,36.9263110078743,168.512479831149,190.568600159551,189.635850321006,177.267906895401,183.790137308241,193.453528785544,190.46996256209,183.463539897295,160.641347140438,174.236330063199,182.328846021976,182.201984901461,189.272411179934,181.045581504638,181.37239761204,176.148487822938,181.25204946032,162.359809028704,171.487672300782,179.984210132927,182.150217395472,179.211219452567,156.52721777767,172.885837763885,176.862184974079,167.970540740063,165.778259334254,157.991915295086,159.822851069784,167.480980707968,156.667777701171,
HOL_B31_02,R1227,R[1227],R[1227],,-1e+32,1e+32,-1e+32,1e+32,182.369521974641,12.5311415667067,201.316858232518,158.28141186351,43.035446369007,175.153952818842,198.983127602954,195.371697642155,182.011631546885,190.804836647789,201.316858232518,197.817686989118,191.055906676273,167.819432917271,182.902478834775,192.086929364681,192.52212323417,196.935038094277,187.276679292494,189.763678405511,185.970165171811,191.511375903263,169.903292914738,180.074728110687,190.258416429244,191.749941254603,185.735775136697,159.67301057196,177.425175300324,184.066749899222,174.056227814494,168.243357121073,162.487470210435,161.973465862816,170.222559349277,158.28141186351,
HOL_B31_02,R1229,R[1229],R[1229],,-1e+32,1e+32,-1e+32,1e+32,176.752099514793,11.7101383043386,194.754500944233,154.841356313471,39.9131446307624,169.806517275934,192.109885560527,189.081578657332,176.787104331979,185.052005384436,194.754500944233,191.393071369355,184.723679269567,162.467907509171,176.66335700428,185.954937478313,186.845329813074,190.813714174005,181.722968501595,183.676762177492,180.080775994561,184.590881516602,164.465199439743,173.861839093335,183.163416205526,185.457237330704,179.904425809407,155.595980623842,172.403640430497,178.23123841635,168.851651065898,164.200034182024,158.229431113029,158.067996112572,165.516661859727,154.841356313471,
HOL_B31_02,R1231,R[1231],R[1231],,-1e+32,1e+32,-1e+32,1e+32,173.726022155016,11.2228444465689,191.718949863269,152.592053898234,39.1268959650349,166.772861493365,188.681980974592,186.54871350695,174.383594189949,182.052358851713,191.718949863269,187.779338554676,181.265877570713,159.849391319304,173.354673092963,182.075670992167,183.153007687816,187.315939661169,178.147115900731,180.097412016095,176.405575482207,180.600048247221,161.451342374403,170.484754000374,179.322736802911,181.487715547893,176.749626809231,153.285400207805,170.026337688594,175.342320156004,166.123968994385,162.29210027035,156.200824624274,156.291351232762,163.653644793373,152.592053898234,
HOL_B31_02,R1233,R[1233],R[1233],,-1e+32,1e+32,-1e+32,1e+32,173.30576932229,10.9588941359457,190.947070687888,152.977360202503,37.9697104853847,166.292095455994,188.006131129515,186.798399004739,174.160483905522,181.795841098788,190.947070687888,187.274879609668,181.078857054766,159.380016947843,172.803261646228,181.064562732923,181.892531368111,186.950782179746,178.210478361487,179.157620122364,175.047334471531,179.291263177379,161.251231496296,169.811512367789,178.37702631152,180.300038259174,176.311217561499,153.372931661241,170.443528466415,174.784810199494,166.006096155054,162.097828103998,156.201827694145,156.506861079245,163.884970478133,152.977360202503,
HOL_B31_02,R1235,R[1235],R[1235],,-1e+32,1e+32,-1e+32,1e+32,171.411825296974,10.5141143305367,188.359398545328,151.863879480409,36.4955190649197,164.510926375214,185.398892377141,184.693722473608,172.4339406343,179.510936553715,188.359398545328,185.194933410567,178.700619872117,157.695297990918,170.43289498148,178.551602933304,179.619970753392,184.7485945941,175.991080488343,177.124130733762,172.704720909378,177.022931989873,159.574257260995,167.994851268618,176.197303858172,178.243808015613,174.410269954059,151.863879480409,168.638527449047,172.693402744232,164.289954497574,161.648998874333,155.231012968648,155.749163668819,162.397231838378,152.139326710748,
HOL_B31_02,R1237,R[1237],R[1237],,-1e+32,1e+32,-1e+32,1e+32,177.018913940987,9.65705590551201,193.973106116998,158.792487942461,35.1806181745362,170.233649895033,190.16201456049,190.163645277771,175.649163423328,182.520943363814,193.973106116998,192.270257386467,183.804598414259,162.742999131849,173.538386003989,181.603921050627,184.183457626056,189.132932605924,179.527353355863,181.176853639997,178.78063286884,181.131964079084,163.542352465506,170.901324600604,181.069353182503,183.616512868034,179.90786195865,158.792487942461,177.04497128528,180.82622267043,171.251731246847,168.434419104724,163.32052565092,164.964267852574,171.173188442266,162.145234099408,
HOL_B31_02,R1239,R[1239],R[1239],,-1e+32,1e+32,-1e+32,1e+32,172.425677375859,9.71927960560122,189.493501407353,154.555488681502,34.9380127258507,165.773213175506,185.774215444947,185.502429234386,171.056254684929,178.049147475545,189.493501407353,187.187168781943,179.351699784038,158.567367466364,169.321466385636,177.27802791759,179.384580362754,184.573471043246,175.237451334061,176.795908190237,174.688578398743,176.913663703566,159.685325787888,167.17277824127,176.667519672212,178.988520245201,175.222683827636,154.555488681502,171.980878360287,175.916783475434,166.592127876724,163.005242196842,157.721380643944,159.607854682549,166.393612585444,156.737657583847,
HOL_B31_02,R1241,R[1241],R[1241],,-1e+32,1e+32,-1e+32,1e+32,169.434974959953,9.86596734520981,186.299514407939,151.675187564829,34.6243268431106,163.041808615193,183.010574582942,182.582146818478,168.530074255888,174.995607410143,186.299514407939,183.827523486847,176.629612161246,155.754646810789,167.194622439804,175.027365107828,176.482646431861,181.830963666915,172.50800558865,174.207445660263,171.730187989021,174.48161277742,157.230047631325,164.872160802091,173.605171817595,176.312215366172,172.33891271544,151.675187564829,168.371242103216,172.191534455142,163.384862188049,159.095889045156,154.307035836614,155.754191129609,162.649888600104,152.561526291987,
HOL_B31_02,R1243,R[1243],R[1243],,-1e+32,1e+32,-1e+32,1e+32,167.302413202072,9.96636443957359,184.265791770225,149.349839947702,34.9159518225225,161.319322106688,181.113965108222,180.811963290133,166.38301701535,173.435409134884,184.265791770225,181.683783513563,174.659619946623,154.208994576234,165.603239788554,172.94496372914,174.110956261477,179.917566308021,170.088809567037,171.884924221218,169.080255313767,172.747811866389,155.220302343347,163.373211279883,171.503946150117,173.892954756841,170.139705510577,149.349839947702,166.049752914641,169.844216808194,161.356003488386,156.819612147879,151.964873043624,153.272816736876,159.797076017858,149.530104600779,
HOL_B31_02,R1245,R[1245],R[1245],,-1e+32,1e+32,-1e+32,1e+32,177.558567293238,11.5588014675092,196.153798991943,154.930784178227,41.223014813716,172.650530206537,194.538082461658,191.132954543785,175.536422715817,183.134597557242,196.153798991943,192.013149475786,185.821994149849,165.909210515335,177.876033272257,186.212229700797,187.247782830955,189.944355567504,179.622447620933,183.038985801241,181.540619535621,185.555843389948,165.423735022688,174.139901703152,184.19831256403,187.308017256132,179.596989023398,155.825431383226,173.910915860153,179.874512947622,170.843510818746,164.146763854397,160.463290807753,159.200686621322,166.523695712333,154.930784178227,
HOL_B31_02,R1247,R[1247],R[1247],,-1e+32,1e+32,-1e+32,1e+32,173.413233578382,11.1901470233453,191.096664281383,151.668973615328,39.427690666055,167.867051905387,189.611617150358,187.933766949143,171.725241144288,178.567203864069,191.096664281383,186.966615991023,181.889746463267,161.220756522368,173.570312453037,180.836034220224,182.368390044967,186.676037998675,176.004365954321,178.911357324411,177.260282246135,180.695650983801,160.969386876038,170.115201979849,178.778750563626,182.93203467133,175.41231332093,152.867664336428,170.36553101564,176.097096977367,166.77227405181,160.229222417268,156.517082142533,156.523435808475,163.360177656355,151.668973615328,
HOL_B31_02,R1249,R[1249],R[1249],,-1e+32,1e+32,-1e+32,1e+32,169.71528689209,10.6784019635299,186.154982609942,149.210362201558,36.9446204083839,163.857136219671,185.000771671958,183.484453939643,168.342281397803,175.829342648903,186.154982609942,184.137548956519,177.653331312405,157.469320821939,169.947476288326,176.996468442768,177.089419092888,182.498616763586,171.946183293684,175.031211691009,173.063739211029,176.947970243184,157.608309011433,166.83174998349,175.272313831556,177.492507097014,171.481062357215,150.382293245762,167.556383007092,171.884421192599,163.439113530346,157.08516448308,153.319404546418,153.531828884034,160.628725677919,149.210362201558,
HOL_B31_02,R1251,R[1251],R[1251],,-1e+32,1e+32,-1e+32,1e+32,167.332267464612,10.317684810653,183.370196178538,147.857594753222,35.5126014253165,161.10597805838,182.033354431546,181.46272748988,166.475490997864,173.540852009006,183.370196178538,182.212045397412,174.492123177506,154.192600796807,167.033000818676,174.315565079514,174.363557154707,179.121538713105,169.471207990577,172.117641425074,169.852565485632,174.187259005902,156.243340884076,163.441220514767,171.637741376484,174.855394635216,169.977387000925,148.161250982905,165.551804012113,170.101521873368,160.826413756496,156.11211831032,151.808982763143,152.450751759821,158.927064569981,147.857594753222,
HOL_B31_02,R1253,R[1253],R[1253],,-1e+32,1e+32,-1e+32,1e+32,166.287277973516,9.89796967205028,181.635857696331,147.976975896777,33.6588817995541,159.738078660949,180.281118341762,180.039949449394,165.098630759539,172.204303008663,181.635857696331,181.072695150002,172.996445146678,153.600307746646,165.031659987242,172.266403534137,173.810554080997,178.734514562241,168.706494556138,170.878625947722,168.600020387809,171.789148714734,155.440193371179,162.769313622256,170.299077892584,173.538711687442,168.842776457476,148.448389995594,164.484623616198,168.644688959618,160.04968554932,155.743902280094,150.91421653527,152.293604265838,158.974649318356,147.976975896777,
HOL_B31_02,R1255,R[1255],R[1255],,-1e+32,1e+32,-1e+32,1e+32,188.148174521928,10.0606849895691,206.829603815316,169.336565696073,37.493038119243,182.837513034358,201.835522294997,203.084114519522,189.216404543835,196.328561906078,205.198205880948,206.829603815316,196.815872696481,174.41194668524,185.359680771401,192.316026858176,193.811097757124,202.937603568353,192.106386593745,192.700395222617,187.73163633916,191.170968474119,175.358532385974,182.788909641989,190.208852378852,190.60135307654,190.118076373112,169.336565696073,184.590529843921,186.622693426744,180.254277429583,183.664447398593,174.441558595327,175.130143970652,182.790541894649,171.995387106295,
HOL_B31_02,R1257,R[1257],R[1257],,-1e+32,1e+32,-1e+32,1e+32,180.305720705621,10.0229749085029,196.878993597746,161.302621516282,35.5763720814646,175.338105989865,195.483993137562,195.042913955347,180.760100609973,187.916792687909,196.878993597746,196.425078250876,188.335794189833,166.452435202993,178.262869735229,185.58628895798,185.558591029224,193.521726346848,184.816427064677,185.523786199627,180.479071955833,185.122985827141,168.113518809862,175.423305609518,181.964674656426,184.978452562839,181.28933340325,161.302621516282,177.450377233297,180.375562154151,173.054636233842,173.935580455124,166.74587671765,166.881314286702,174.190427360592,162.265706136039,
HOL_B31_02,R1259,R[1259],R[1259],,-1e+32,1e+32,-1e+32,1e+32,176.924698021241,10.1029320141823,193.397041061525,158.527391528997,34.8696495325275,170.410073920831,192.672958466429,191.538713196051,177.550714162516,182.895455124112,193.397041061525,191.630214881262,185.122074291177,164.169072974801,174.726785168023,183.427651922858,182.652400281166,190.319224364348,181.898602137757,180.844650686501,177.698054515063,182.722926362487,165.07390129284,173.679306335033,179.397386123692,181.845121757757,178.472447032418,158.527391528997,174.009191140433,178.171501676064,170.564390767812,168.739936126362,161.948333543371,162.061818550396,169.935654623571,158.562644642825,
