======================================================================================================================================================
**********         WAFER SUMMARY         **********
EQUIP_ID,TECH_ID,TEST_TYPE,PARD_ID,LOT_ID,WAFER_ID,LIMIT_FILE,TEST_START_TIME,TEST_FINISH_TIME,OPERATOR_ID,TOTAL_SITES,TOTAL_PARA,TOTAL_YIELD,WAFER_JUDGMENT,MES_STEP,TEST_PLAN,PC_ID,PCM_COUNT,CLEAN_COUNT,PRODUCT_ID,TEMPERATURE,LOT_START_TIME,LOT_END_TIME,RECIPE_ID
DESKTOP-KH72C30,TECH_ID,TEST_TYPE,PXW,PXW_BEOL_HALFMAP,24,LIMIT_FILE,2026-01-15 14:13:43,2026-01-15 18:49:20,wat,31,4192,TOTAL_YIELD,WAFER_JUDGMENT,MES_STEP,D:\GM_Workspace\PXW\testplan\BEOL_HALFMAP.tple,PXW,8060,CLEAN_COUNT,PXW,TEMPERATURE,2026-01-15 14:12:06,2026-01-15 18:49:20,BEOL_HALFMAP.tple,
======================================================================================================================================================
**********         WAFER RAW DATA         **********
MODULE,DEVICE,ITEM,OUTPUT,UNIT,SPEC._LOW,SPEC._HIGH,VALID_LOW,VALID_HIGH,AVERAGE,ST_DEVI,MAX,MIN,RANGE,Site_1_Value(-3 -3),Site_2_Value(-1 -3),Site_3_Value(1 -3),Site_4_Value(3 -3),Site_5_Value(4 -2),Site_6_Value(2 -2),Site_7_Value(0 -2),Site_8_Value(-2 -2),Site_9_Value(-4 -2),Site_10_Value(-3 -1),Site_11_Value(-1 -1),Site_12_Value(1 -1),Site_13_Value(3 -1),Site_14_Value(4 0),Site_15_Value(2 0),Site_16_Value(0 0),Site_17_Value(-2 0),Site_18_Value(-4 0),Site_19_Value(-3 1),Site_20_Value(-1 1),Site_21_Value(1 1),Site_22_Value(3 1),Site_23_Value(4 2),Site_24_Value(2 2),Site_25_Value(0 2),Site_26_Value(-2 2),Site_27_Value(-4 2),Site_28_Value(-3 3),Site_29_Value(-1 3),Site_30_Value(1 3),Site_31_Value(3 3),
HOL_B01_02,R568,R[568],R[568],,-1e+32,1e+32,-1e+32,1e+32,-1636645537186.05,5071420923615.08,8283522432138.29,-18323625501605.3,26607147933743.6,-12560189969739.2,-1978883929525.71,-642214971613.567,-2816253407097.4,2014684011202.35,-1585925265654.98,-1203536051794.12,-3922913602355.63,-4350279352301.34,-903873088511.656,-4350279352301.34,4066148463370.95,2524062881450.63,-18323625501605.3,-9554848427323.95,2694369341889.6,-2630720773691.03,-652712232781.253,-2324454219991.87,8283522432138.29,-1240937004398.82,-1417085808904.05,-3278719397482.17,2524062881450.63,-2082062100506.29,-1280737046537.34,-1978883929525.71,3690373862850.29,5854590293937.1,-1585925265654.98,-1722765121759.52,
HOL_B01_02,R567,R[567],R[567],,-1e+32,1e+32,-1e+32,1e+32,-1236066749188.87,764309107010.727,-509265702846.143,-3826414617407.08,3317148914560.94,-1231412213956.72,-919588428432.765,-963970421512.413,-1039202814672.97,-660933916928.075,-1704229950363.36,-583676554943.678,-509265702846.143,-898895483789.159,-1570248073262.83,-898895483789.159,-879113326002.093,-559165961310.993,-1510858308359.39,-1096239649313.57,-1270579632225.82,-1066959516198.84,-3826414617407.08,-1312320492894.35,-1863208786160.47,-776572310364.111,-807987233047.633,-707775683778.471,-2766444573978.25,-610434462403.348,-919588428432.765,-963970421512.413,-3211221004067.15,-1270579632225.82,-879113326002.093,-1039202814672.97,
HOL_B01_02,R566,R[566],R[566],,-1e+32,1e+32,-1e+32,1e+32,-1239105666806.24,1521704103446.48,5274711116916.82,-4241171614055.89,9515882730972.71,-2770911578709.02,-1358296013763.27,-1128227145607.96,-1013753731280.66,-1128227145607.96,-942065102846.283,-1040137626114.04,-1161002339865.06,-708315317671.5,-2169298130935.05,-2057612216003.37,-825336131259.505,-1358296013763.27,-899651901998.404,-4241171614055.89,-3498617737203.26,-1097251639027.81,-584091611181.089,-899651901998.404,368084336757.803,-1865520279644.33,-2770911578709.02,-2433472934132.92,-1013753731280.66,-1358296013763.27,5274711116916.82,-1232617865410.37,-1040137626114.04,-672555784909.959,-1865520279644.33,-920370132167.459,
HOL_B01_02,R565,R[565],R[565],,-1e+32,1e+32,-1e+32,1e+32,-636082682830.08,948556683156.796,4165542591104.88,-1457852065005.32,5623394656110.2,-575678081907.13,-1161263677592.82,-734389986985.504,-661446801998.881,-620368147731.003,-484863719214.507,-708351406350.444,-567501746453.12,-418797569462.903,-1457852065005.32,-1161263677592.82,-1358704879325.66,-684096050886.968,-684096050886.968,-762415948352.5,-879948783288.192,-792665846619.047,-536994112820.76,-1196023896537.61,1226.91891400308,4165542591104.88,-1314022156747.18,-792665846619.047,-1314022156747.18,-1040323389083.19,-721135724660.991,-748140590799.698,-899763952677.333,-432393740189.597,-490819702640.928,-684096050886.968,
HOL_B01_02,R561,R[561],R[561],,-1e+32,1e+32,-1e+32,1e+32,-5255001803797.44,45363594367152.3,48033701841894.3,-237091444402105,285125146243999,1608506640553.95,2522919555454.82,1435123462843.08,-1886848564093.85,5846664086632.02,3375867081135.83,6849258500872.71,954822449784.793,4522621481338.12,-18419334568122.5,3375867081135.83,1055777640539.02,465349810712.95,1254783623407.84,1180605278520.7,1146710553820.66,243797315897.385,-2083718634974.77,-34183032553714.4,1756.8238791843,2978.30585119325,48033701841894.3,2239946765715.81,-237091444402105,978206886776.954,48033701841894.3,1338908267834.41,3687537327686.66,2693024646504.61,-4356420292214.81,-7727959048187.18,
HOL_B01_02,R560,R[560],R[560],,-1e+32,1e+32,-1e+32,1e+32,447272131591.287,2276602654993.37,5798108781219.72,-7817605523095.02,13615714304314.7,506383303363.008,656078007137.672,425482722645.983,645477283437.342,2008481131506.02,1082911937347.42,1605008433761.95,2008481131506.02,1178773338637.2,563529172260.11,412308513330.055,597228068613.936,656078007137.672,5798108781219.72,2682924076650.96,741298870786.152,1986.04940801894,1485632246281.73,1178773338637.2,2809.46958983807,1966.76850132948,1144987846143.71,2233018797305.11,1605008433761.95,-3951360007600.24,533430108148.428,-1284103073178.05,-3047163725075.16,1543014883708.31,-1326750031811.56,-7817605523095.02,
HOL_B01_02,R12,R[12],R[12],,-1e+32,1e+32,-1e+32,1e+32,175.030643174447,11.0185759491535,191.423106123987,152.789917254794,38.6331888691926,177.006837221205,189.892655170218,185.278374258287,170.585172000213,172.082065248012,188.92118139103,191.423106123987,184.395032468658,169.992989752677,176.780347475497,181.997317507072,185.24915639216,180.804768129851,171.030744637552,183.847811082925,186.215205321181,185.69569287971,160.165814880262,170.765456912432,183.273838497248,187.532376223504,173.575650006591,152.789917254794,168.472881866548,174.126247638866,168.950807071642,170.098900829419,159.750561213469,157.768459901442,164.211132527486,153.269436523935,
HOL_B01_02,R11,R[11],R[11],,-1e+32,1e+32,-1e+32,1e+32,166.202731349023,31.241433418085,327.372866832464,141.919229793382,185.453637039082,161.026700125702,327.372866832464,170.334563504182,158.816299707832,160.974918642023,173.805870476198,174.586206567986,169.493517747548,155.53264479493,163.018041776551,166.761801580669,169.100645180661,167.863591127157,159.786134712392,168.501800260374,168.516700079476,170.13807565523,149.399752323208,158.854969226332,167.44234602987,169.865506112683,161.021210187393,142.765466466284,156.787076044182,161.941196236414,156.21056181333,156.448701549678,145.889239556399,146.064220441431,152.044817267763,141.919229793382,
HOL_B01_02,R10,R[10],R[10],,-1e+32,1e+32,-1e+32,1e+32,157.033794138204,40.2374446858852,369.299083117263,132.369208712293,236.92987440497,149.561125515238,369.299083117263,158.969954905729,149.171613592744,150.710286037008,161.973288205002,161.60217976778,157.443882162062,144.645052829587,152.508773167554,154.555546927347,157.34937518765,156.841172847831,150.021414478324,156.33747987636,156.402966046639,158.139343399168,139.465503590819,148.797369097009,155.860930595448,157.501736724425,150.838014557571,133.501899120529,147.338859623787,151.260395766439,146.20404524329,145.608329430423,134.711069603179,137.09891280237,141.958805353466,132.369208712293,
HOL_B01_02,R9,R[9],R[9],,-1e+32,1e+32,-1e+32,1e+32,139.289760775805,7.85497411658337,151.48477220434,122.888619564041,28.596152640299,136.567435587636,151.48477220434,147.672010903508,139.400621670077,140.812057799555,150.901355803659,149.123606182405,145.820023345432,132.868656753605,141.134896513164,142.63978638075,144.820510952594,145.922252751152,140.045674825119,144.422132442168,143.295391490165,145.745107003211,130.079085819038,138.656119686554,143.723397908008,144.921826480318,140.617333623714,124.210456125311,137.266809640583,140.155421792842,136.319157108682,134.216424866808,123.359793032558,127.066685377052,131.825160415897,122.888619564041,
HOL_B01_02,R8,R[8],R[8],,-1e+32,1e+32,-1e+32,1e+32,142.429569795135,8.01220430580608,155.046860549866,125.594078632353,29.452781917513,140.674480549167,155.046860549866,150.745437969377,142.304300895729,143.757494609767,154.079702285465,152.863799760669,148.831703161907,136.25352061069,144.381963197808,145.947968123746,148.321326343602,148.983408250161,142.971366787623,147.293930834395,147.062110685967,149.152309846297,132.803867068465,141.763350602609,147.082711699644,148.492888713365,143.504725681757,127.140616915913,140.001657628441,143.027065457733,138.834143456015,137.329162801996,126.504124776309,130.05911081462,134.507474937741,125.594078632353,
HOL_B01_02,R7,R[7],R[7],,-1e+32,1e+32,-1e+32,1e+32,162.121423872969,10.9441161651507,177.91566534087,142.03841021699,35.8772551238802,159.962042322162,176.448757096333,169.79613399281,158.791948745397,160.164934294801,176.713934187326,177.91566534087,169.556216133575,154.712776979272,163.550424564902,171.408605222173,175.015079094956,168.506588139397,159.480696319788,171.197489084681,175.236827771848,173.307730195114,149.008325525589,157.821307629756,168.739312413378,174.079215817087,161.364334297115,142.03841021699,155.951100498552,161.476012176696,155.09054202667,156.304471055899,143.772178009571,143.817512655832,151.695632768168,142.839935485321,
HOL_B01_02,R6,R[6],R[6],,-1e+32,1e+32,-1e+32,1e+32,152.039066462642,9.24329008200541,165.349068354204,134.268176063544,31.0808922906602,150.375666584664,165.349068354204,159.083143569229,149.785788712113,151.503948614303,164.661281520973,165.227956379274,158.828648917448,145.401262446235,153.608981944366,158.391164606106,161.039055130613,157.964955076166,151.091962772912,159.354110705364,161.272005321472,161.058081981427,141.114949826285,149.094299102855,157.755565369899,161.219699480558,151.833373908041,134.268176063544,147.477713413773,152.327595952566,146.882728343473,147.36728343539,135.065914036806,136.653936821112,143.194707516715,134.95803443403,
HOL_B01_02,R5,R[5],R[5],,-1e+32,1e+32,-1e+32,1e+32,141.478281129433,8.31075738848446,153.407604563259,125.238353782693,28.1692507805658,138.535367014057,153.407604563259,148.387156080015,140.376904578022,141.876098377057,153.353809322165,152.973134903399,147.640055341405,135.142327683242,142.806431406849,146.997543984044,148.727397007338,147.620630604968,141.510541259818,147.917168116712,148.552959222631,149.178510714965,131.749979598308,139.579248351545,146.648704293482,148.873407618907,142.100976024241,125.76697008952,138.044357908809,142.028389217557,136.995789453537,136.612824677972,125.238353782693,127.544405574566,133.998307117203,125.641361124147,
HOL_B01_02,R4,R[4],R[4],,-1e+32,1e+32,-1e+32,1e+32,132.925068287615,7.43097483949415,144.047289997174,117.679999048379,26.3672909487955,129.788502687637,144.047289997174,139.787541918448,132.559184364093,134.330791928928,143.856323666832,142.69916129245,138.725084724827,126.646846016963,134.422897997384,136.753506373728,138.583831873084,139.544723328353,134.289941506612,137.948396195313,137.294910484202,139.497399681885,124.49045405141,131.833707085083,137.350178536641,138.63062461739,133.894582486955,118.666358110734,130.422779851058,133.526984972983,129.689383462634,128.34598809068,117.679999048379,120.857372982287,126.202871253734,118.309498328195,
HOL_B01_02,R3,R[3],R[3],,-1e+32,1e+32,-1e+32,1e+32,136.208563437217,7.71829375056824,147.656305587193,120.072588463882,27.5837171233117,133.131470999076,147.656305587193,142.76955860037,135.846881371739,137.551277670328,147.648945600075,146.08023491307,142.028236853164,130.094240819394,137.372918563674,140.153518211673,142.51805773268,142.760934649057,137.407159579273,141.643294883354,141.513100442473,143.235141979103,127.41104622687,134.998365145012,140.928074227197,142.396928913087,137.406054763951,121.357309513709,133.574681975083,136.6740046945,132.686278012459,131.162699848139,120.072588463882,123.64667496132,129.514280975734,121.225200377091,
HOL_B01_03,R454,R[454],R[454],,-1e+32,1e+32,-1e+32,1e+32,-1646777324439.99,2561353286711.21,-489051986586.357,-14980458605702.9,14491406619116.6,-14980458605702.9,-1443607769583.26,-2030855860103.99,-1619185933373.3,-1119802480665.54,-758343155732.539,-489051986586.357,-2922490031968.49,-1261253879538.38,-2549391992722.35,-804149668293.532,-1443607769583.26,-1843387081136.35,-501329534243.203,-1006879524012.21,-599089668121.322,-489051986586.357,-658340877216.048,-958548614960.739,-647664975940.394,-2922490031968.49,-837890636046.425,-692590178854.795,-1261253879538.38,-704812487138.219,-1346283940629.57,-692590178854.795,-958548614960.739,-1302382523425.79,-1222643361870.05,-982119828281.869,
HOL_B01_03,R448,R[448],R[448],,-1e+32,1e+32,-1e+32,1e+32,-1224141834645.23,1522267510507.94,3562085164278.67,-4547368216308.09,8109453380586.76,-1148446022332.82,-1182438781580.99,-2019139661796.95,-1437778993869.17,-2897980513195.34,-836009226150.358,-956053573582.324,-2019139661796.95,-1437778993869.17,-756819217362.597,-1148446022332.82,-1030003794137.32,-691333454060.203,-1182438781580.99,-771433853597.382,-4547368216308.09,-2126626358782.96,-2246200385678.35,-2530799392320.33,-818872628878.702,3270469057016.73,-556504927568.688,-3389788031717.61,-1004114557032.2,-1182438781580.99,-979494866326.292,-1549299484524.82,-1491457469346.28,-716119085203.883,3562085164278.67,-2126626358782.96,
HOL_B01_03,R447,R[447],R[447],,-1e+32,1e+32,-1e+32,1e+32,-319204970513.978,3562288058403.29,18382896214999.5,-4525485356662.3,22908381571661.8,-1002997809912.84,-785928536821.31,-519952422945.935,-616199833194.374,18382896214999.5,-835226768504.368,-635815603977.022,-597758185220.662,-728589721767.291,-932738517047.223,-742125493282.307,-667698322557.15,-646099392533.94,-572076500013.306,-1002997809912.84,-728589721767.291,-635815603977.022,-526809512773.959,-4525485356662.3,-932738517047.223,-770764070063.378,-465429104877.414,-1676518499737.49,-580388305765.323,-690791290795.397,-955038441294.88,-801701688525.733,-742125493282.307,-635815603977.022,-435017840276.82,-2889016332418.68,
HOL_B01_03,R446,R[446],R[446],,-1e+32,1e+32,-1e+32,1e+32,-9743818941140.27,40309035063951.1,21932346051673.4,-222727190895924,244659536947597,-2324454219991.87,-2324454219991.87,-3922913602355.63,-1368521026427.01,-5562176388254.04,-1203536051794.12,2889320910215.11,-4350279352301.34,21932346051673.4,-1525345878514.72,-1280737046537.34,-2630720773691.03,-222727190895924,-1103738397268.76,-7710029772227.21,2524062881450.63,1676376059530.36,-7710029772227.21,1254920726465.21,-12560189969739.2,-1323174661915.21,1254920726465.21,-1722765121759.52,-1885449066963.71,-903873088511.656,-4882144592420.42,-3278719397482.17,-1368521026427.01,-3029941222096.21,-3029941222096.21,-33861487764230.8,
HOL_B01_03,R445,R[445],R[445],,-1e+32,1e+32,-1e+32,1e+32,-2157250613841.39,4881451296724.01,3180392219646.17,-27746347728830.2,30926739948476.4,-842050985048.363,-1312320492894.35,-879113326002.093,-1096239649313.57,-583676554943.678,-1780177013074.06,-842050985048.363,-1510858308359.39,-3211221004067.15,-879113326002.093,-2166338651346.78,-1780177013074.06,-919588428432.765,-898895483789.159,-1570248073262.83,-2054899807042.8,-2166338651346.78,-639763609360.398,3180392219646.17,-27746347728830.2,-1455797289503.31,-1312320492894.35,-1194587365046.02,-1270579632225.82,-1066959516198.84,-2054899807042.8,-1634497942356.85,-4231767664941.53,-1039202814672.97,-1194587365046.02,-720542267561.859,
HOL_B01_03,R444,R[444],R[444],,-1e+32,1e+32,-1e+32,1e+32,-753492118920.432,5702227010485.2,15509723592661.9,-16492810725887.6,32002534318549.5,-11674862851577.6,15509723592661.9,-1097251639027.81,-899651901998.404,-988675220151.033,-2433472934132.92,-1512512296090.45,-592754676570.904,-1013753731280.66,-1636370934390.66,5274711116916.82,-2169298130935.05,-1636370934390.66,-1512512296090.45,-1358296013763.27,-1040137626114.04,-1406084295838.36,-16492810725887.6,-1406084295838.36,15509723592661.9,-1457357822370.18,-2977338591888.18,-1706232045030.18,-2057612216003.37,-1406084295838.36,-734345219861.631,-1040137626114.04,-1782324300480.65,-695980315650.207,4173150587568.89,-1097251639027.81,
HOL_B01_03,R443,R[443],R[443],,-1e+32,1e+32,-1e+32,1e+32,-984847674462.293,496759211687.873,-529872915016.498,-2773252758043.53,2243379843027.03,-1457852065005.32,-762415948352.5,-1637038629464.62,-1513057349179.13,-1161263677592.82,-584093464113.319,-1161263677592.82,-1128466878237.04,-1637038629464.62,-2773252758043.53,-860987571820.667,-610883532582.419,-575678081907.13,-1866446029426.27,-559554414872.228,-899763952677.333,-630151925122.519,-661446801998.881,-601684564905.171,-559554414872.228,-721135724660.991,-942197806769.26,-601684564905.171,-1040323389083.19,-1040323389083.19,-777246682625.792,-620368147731.003,-964951901366.216,-988832217860.33,-661446801998.881,-529872915016.498,
HOL_B01_03,R436,R[436],R[436],,-1e+32,1e+32,-1e+32,1e+32,1228150442039.28,1307043544035.38,4062609730057.75,-3282393245889.85,7345002975947.61,1435123462843.08,645976015718.376,890928421386.326,1028588974175.2,1546237531842.44,1608506640553.95,3112775629649.63,667569177895.506,1676001523398.25,1146710553820.66,1829541029322.05,625735987993.598,2239946765715.81,817948661286.105,1338908267834.41,1546237531842.44,702808548877.024,4062609730057.75,1917366581222.15,540984128129.101,871489220238.026,625735987993.598,3112775629649.63,741975659002.244,932529938971.433,911254618679.968,1676001523398.25,-3282393245889.85,-1074612256850.69,3375867081135.83,801534383325.326,
HOL_B01_03,R435,R[435],R[435],,-1e+32,1e+32,-1e+32,1e+32,-2857382214595.83,6603220969247.15,1485632246281.73,-35987283234904.5,37472915481186.3,-1590936836014.53,-2479724291191.64,-1076487791303.81,-1021438660181.25,-1021438660181.25,-995972771874.693,-1892392311471.91,-724886370800.731,-905655736753.773,-1244112412306.82,1336521916806.83,-5618583204206.02,-699500783910.076,-35987283234904.5,-1728620241749.96,-1076487791303.81,-1656923230211.42,-1171165492377.93,1485632246281.73,-1137808527708.15,-766618399801.5,-12844885224231.9,-3047163725075.16,-995972771874.693,-1048240987163.76,-1728620241749.96,-3595704404654.54,-971745795880.016,-1530004919611.98,-2090444116826.29,-752183880237.056,
HOL_B01_03,R559,R[559],R[559],,-1e+32,1e+32,-1e+32,1e+32,-868144085045.654,388449322146.731,-527728536560.125,-2539275119332.14,2011546582772.02,-637074471261.871,-820063053150.613,-803576384164.854,-1005779854646.8,-1031741507779.51,-1031741507779.51,-935183914968.209,-2539275119332.14,-534789302217.141,-565028595537.201,-704441071305.895,-803576384164.854,-658051231381.185,-527728536560.125,-1184632968441.42,-1300240832586.1,-669066304186.598,-1087904492020.8,-534789302217.141,-557152642285.948,-772514877320.88,-1184632968441.42,-692241051744.973,-680456415781.73,-1031741507779.51,-1300240832586.1,-704441071305.895,-658051231381.185,-704441071305.895,-534789302217.141,-717078830562.638,
HOL_B01_03,R558,R[558],R[558],,-1e+32,1e+32,-1e+32,1e+32,-908148002752.385,354435485341.215,-417487646408.77,-2024756535424.51,1607268889015.74,-669066304186.598,-1343959663752.13,-730178319204.741,-692241051744.973,-1440853120290.87,-692241051744.973,-1343959663752.13,-1087904492020.8,-730178319204.741,-803576384164.854,-2024756535424.51,-590051643855.322,-772514877320.88,-1343959663752.13,-549493236938.695,-1184632968441.42,-542041569689.516,-1087904492020.8,-608002445753.113,-957588370756.593,-1300240832586.1,-581467948164.353,-417487646408.77,-608002445753.113,-627079731882.855,-692241051744.973,-1150533958913.73,-981092675219.542,-913803874105.275,-704441071305.895,-981092675219.542,
HOL_B01_03,R557,R[557],R[557],,-1e+32,1e+32,-1e+32,1e+32,-1531008093447.27,5946844135783.12,12986179881234.7,-20729265817430.7,33715445698665.4,-2674652433403.04,4399471329673.28,-1143034783705.92,-4021968969018.63,-1081125049680.64,-999890082133.901,-605550956611.558,-1741329601871.99,-3653854005119.6,-5764124296926.81,-1212465627565.81,-10168870225951.8,-3653854005119.6,-2866716284879.17,-1741329601871.99,-1212465627565.81,-20729265817430.7,-815958465332.46,12986179881234.7,-1668549341862.88,-2866716284879.17,-6736832694414.78,-2003501039527.98,-3347472998346.22,-1143034783705.92,7867615979168.23,12986179881234.7,-1429552236723.26,-666180980628.41,-726824646374.129,-1025577127524.17,
HOL_B01_03,R556,R[556],R[556],,-1e+32,1e+32,-1e+32,1e+32,-1099270141917.52,3212587808950.19,12986179881234.7,-10168870225951.8,23155050107186.5,-1907758165717.02,-1380130967355.34,12986179881234.7,-3088497926336.63,-999890082133.901,-1601608823269.98,-2358608938456.91,2836509656430.04,-1052618765901.72,-1025577127524.17,-1250443179242.85,-1668549341862.88,-2506708343007.73,-713828426501.352,-713828426501.352,-1429552236723.26,-1668549341862.88,-768816716388.884,-2358608938456.91,-1111218284559.3,-1290876770212.21,-10168870225951.8,-1290876770212.21,-2506708343007.73,-1025577127524.17,-1052618765901.72,-1111218284559.3,-1025577127524.17,-1081125049680.64,-832983900690.151,-908837540040.796,
HOL_B01_03,R555,R[555],R[555],,-1e+32,1e+32,-1e+32,1e+32,-1010671265442.5,439363865356.243,-464253228537.7,-2342991754824.36,1878738526286.66,-712736138838.145,-725683084872.525,-700243069317.32,-1811713687160.12,-767508779728.951,-1811713687160.12,-2342991754824.36,-1594746510227.46,-700243069317.32,-782543078069.197,-814450713075.339,-1173234072079.49,-1476837768641.84,-906895782303.142,-643817833430.536,-1246445614050.12,-1023014048263.85,-849070975578.873,-725683084872.525,-1476837768641.84,-464253228537.7,-1476837768641.84,-927961630938.459,-725683084872.525,-767508779728.951,-614126242374.293,-1049899725298.24,-700243069317.32,-849070975578.873,-654363489900.75,-814450713075.339,
HOL_B01_03,R554,R[554],R[554],,-1e+32,1e+32,-1e+32,1e+32,-4086341054708.57,10799456887986,12376712307478.9,-51784422468005.2,64161134775484.1,-1057857050844.06,-1257631123877.39,-1835278617845.58,-1219255486022.75,-4555263232396.81,-854299484192.908,-3128578219257.43,-520465307053,-1835278617845.58,-1754683557767.35,-3709471993020.56,-2704984589463.03,-22554139743166.9,-2020926562134.99,-460484242274.238,-912851110023.959,-1492512684514.04,-1835278617845.58,-2382417357504.8,-786994183328.454,-3394351583283.68,-626563457282.284,-22554139743166.9,-2020926562134.99,-1550425758530.88,-51784422468005.2,-4089089588604.21,6415285961627.69,12376712307478.9,-2020926562134.99,-549073461549.536,
HOL_B01_03,R553,R[553],R[553],,-1e+32,1e+32,-1e+32,1e+32,3980315190410.06,32140678706334.3,174944291047783,-10594160541199.8,185538451588983,-1923633797795.59,3558562381612.85,-1030572724150.83,-1030572724150.83,9449667166500.68,-1298500985988.69,-6923026999113.29,-3394351583283.68,-6923026999113.29,-1388763668859.44,-1492512684514.04,174944291047783,-1149126103323.49,-2128585278746.59,-4555263232396.81,-10594160541199.8,-3128578219257.43,-1117002126637.36,-912851110023.959,-1030572724150.83,17930797072644.9,-1613014595900.15,-1342116408271.04,-4555263232396.81,-1219255486022.75,-1754683557767.35,-1219255486022.75,-8373908116343.19,-8373908116343.19,-892462044798.653,-3128578219257.43,
HOL_B01_03,R552,R[552],R[552],,-1e+32,1e+32,-1e+32,1e+32,-813128781780.615,368978736891.79,-355897301451.196,-2069085118661.16,1713187817209.96,-709773704643.178,-1131781956322.79,-778925735639.893,-810512469875.549,-844769268908.575,-1071128796207.36,-568464548275.791,-1643694085944.52,-497689404948.701,-641438406608.858,-749708607680.56,-386898868023.882,-967437224597.916,-722604077888.309,-631308267401.067,-2069085118661.16,-568464548275.791,-585105830407.517,-545204888490.862,-863007025472.792,-355897301451.196,-662706328177.368,-901951560009.234,-882049629183.259,-863007025472.792,-735906852461.333,-1578776749686.02,-621493121054.819,-602750811687.058,-552743693563.55,-662706328177.368,
